bestPSNR_wbest, bestPSNR_wlast, PSNR_wbest, PSNR_wlast
21.8741774559021, 21.86007022857666, 21.267342567443848, 21.234548091888428
19.351444244384766, 19.347763061523438, 12.237575054168701, 12.197988033294678
21.94108486175537, 21.92946195602417, 20.922718048095703, 20.877163410186768
21.604015827178955, 21.60862922668457, 20.617845058441162, 20.601482391357422
19.849684238433838, 19.84351634979248, 14.316012859344482, 14.271626472473145
21.621909141540527, 21.603899002075195, 20.72561740875244, 20.685994625091553
22.545571327209473, 22.52953290939331, 20.409324169158936, 20.35168170928955
22.051498889923096, 22.02477216720581, 21.026921272277832, 20.96367120742798
21.654038429260254, 21.642849445343018, 20.53961753845215, 20.508146286010742
21.918983459472656, 21.899356842041016, 20.957815647125244, 20.90799570083618
22.027573585510254, 22.00989007949829, 20.85254430770874, 20.803987979888916
19.156293869018555, 19.152779579162598, 12.350218296051025, 12.309155464172363
21.645495891571045, 21.642296314239502, 20.49506902694702, 20.468697547912598
21.825358867645264, 21.806561946868896, 20.97365140914917, 20.926473140716553
21.949193477630615, 21.937668323516846, 21.012394428253174, 20.976428985595703
22.334775924682617, 22.327613830566406, 20.782742500305176, 20.740199089050293
22.15892791748047, 22.141788005828857, 21.18534803390503, 21.133360862731934
21.80403232574463, 21.79306983947754, 20.83820343017578, 20.801422595977783
22.275829315185547, 22.269387245178223, 21.717655658721924, 21.69602632522583
21.593713760375977, 21.57473087310791, 20.755724906921387, 20.711586475372314
22.14221477508545, 22.131130695343018, 20.755486488342285, 20.708725452423096
22.046782970428467, 22.04066276550293, 21.039388179779053, 21.00651264190674
20.648212432861328, 20.63469409942627, 16.898458003997803, 16.83985471725464
22.295005321502686, 22.271254062652588, 21.39410972595215, 21.338486671447754
22.42990016937256, 22.41124153137207, 21.150994300842285, 21.091768741607666
21.799228191375732, 21.785888671875, 18.91373872756958, 18.85869026184082
22.489922046661377, 22.471237182617188, 21.358485221862793, 21.303012371063232
21.932380199432373, 21.941771507263184, 21.319220066070557, 21.31093978881836
22.056925296783447, 22.045447826385498, 21.02395534515381, 20.977625846862793
21.897990703582764, 21.8808650970459, 20.935227870941162, 20.88329792022705
19.14177179336548, 19.12886381149292, 15.122549533843994, 15.06591796875
19.024434089660645, 19.017789363861084, 13.820853233337402, 13.775386810302734
22.61866569519043, 22.598552703857422, 21.272542476654053, 21.209254264831543
19.023325443267822, 19.01571273803711, 13.881068229675293, 13.834257125854492
21.745567321777344, 21.729366779327393, 20.93169927597046, 20.888001918792725
21.29124641418457, 21.278858184814453, 17.538902759552002, 17.481262683868408
22.12178945541382, 22.104148864746094, 21.276566982269287, 21.228883266448975
22.007272243499756, 21.993956565856934, 21.077072620391846, 21.03095531463623
21.736574172973633, 21.72748565673828, 21.11513614654541, 21.089043617248535
22.048163414001465, 22.03124761581421, 21.265592575073242, 21.222190856933594
21.807503700256348, 21.805832386016846, 21.032369136810303, 21.013765335083008
22.32393980026245, 22.293176651000977, 21.2447190284729, 21.176199913024902
20.098049640655518, 20.081686973571777, 16.825838088989258, 16.763720512390137
21.89417839050293, 21.886591911315918, 20.79934597015381, 20.75946807861328
20.607993602752686, 20.60176134109497, 14.94555950164795, 14.903829097747803
22.58753776550293, 22.552876472473145, 21.42915964126587, 21.352179050445557
22.077317237854004, 22.077031135559082, 21.272878646850586, 21.244606971740723
21.66011095046997, 21.65140390396118, 20.810179710388184, 20.778744220733643
22.40483283996582, 22.375473976135254, 21.464762687683105, 21.401116847991943
20.060641765594482, 20.04084587097168, 16.973140239715576, 16.90824031829834
21.1484432220459, 21.138815879821777, 18.457086086273193, 18.40651512145996
19.397332668304443, 19.380276203155518, 16.309268474578857, 16.24544858932495
21.864135265350342, 21.856026649475098, 19.983811378479004, 19.939754009246826
22.085464000701904, 22.086467742919922, 20.73122501373291, 20.699279308319092
21.686363220214844, 21.68874740600586, 20.62394618988037, 20.605721473693848
22.03688621520996, 22.026073932647705, 19.267215728759766, 19.213738441467285
22.251827716827393, 22.210397720336914, 21.340599060058594, 21.25950813293457
22.634711265563965, 22.612836360931396, 21.218245029449463, 21.154329776763916
21.98005199432373, 21.97298526763916, 21.23615264892578, 21.215040683746338
18.944191932678223, 18.934125900268555, 13.517932891845703, 13.464152812957764
21.85434341430664, 21.842129230499268, 20.912842750549316, 20.8691668510437
22.230381965637207, 22.21618413925171, 20.020928382873535, 19.96856689453125
22.00608491897583, 22.000267505645752, 21.01313591003418, 20.982351303100586
22.445073127746582, 22.435946464538574, 20.515403747558594, 20.470190048217773
21.649439334869385, 21.644015312194824, 20.57772159576416, 20.548582077026367
19.463977813720703, 19.461243152618408, 13.000917434692383, 12.969069480895996
19.654221534729004, 19.640319347381592, 16.297266483306885, 16.24023675918579
