bestPSNR_wbest, bestPSNR_wlast, PSNR_wbest, PSNR_wlast
28.865058070850246, 29.023195568484073, 28.857848802333123, 29.0192534495018
25.371005742896454, 25.44925940990001, 25.359492786284218, 25.449018202400154
23.920723325187453, 24.03995399938566, 23.910763543670186, 24.038718459033245
31.679309245813727, 32.16287541845663, 31.396571941444087, 32.14834256321305
20.767503124117034, 20.826601817337774, 20.761442181167673, 20.826258364093253
19.962965277397675, 20.022595625396164, 19.96081598777942, 20.022337644289955
28.56926778995868, 28.698362424727847, 28.530574972474422, 28.69791600934341
31.290353291768227, 31.519045104805272, 31.220252880151687, 31.512593951749714
25.408455453772184, 25.632168295100314, 25.404863560531847, 25.630896079763424
30.884583794041625, 31.07745429971075, 30.80456152452727, 31.063561941788258
30.5613829405102, 31.02103441144439, 30.558286586322158, 31.019047362278755
25.875569098913427, 25.947730576232345, 25.85998395567079, 25.94546631467459
27.529324619397393, 27.684442322119644, 27.513069692003523, 27.680649418322858
27.946832131409696, 28.284701847460912, 27.8834964757412, 28.276467335894
28.099006697232056, 28.227087759437534, 28.095580061164778, 28.225710488055796
24.004918437553812, 24.083201499752334, 24.003896732841838, 24.08255180776018
21.926020589129923, 21.9764827079349, 21.91971887679339, 21.975976841270363
24.631560460750308, 24.70883081118074, 24.62734534078591, 24.708343561302186
27.688908380246637, 27.818410254405375, 27.67967775178213, 27.817124215013166
27.026770856646916, 27.22082525122873, 27.018933993931576, 27.220058552452876
26.600171298713537, 26.76527262516533, 26.56987762977813, 26.76487692278875
33.13619612459922, 33.51198056681243, 32.440628560017444, 33.509754200203574
25.81826371276524, 25.93086469754404, 25.795092080711008, 25.9307881106077
26.80742039040102, 27.038135171630334, 26.769613397277322, 27.031792149288226
24.05933007578006, 24.126457665898503, 24.05244275760156, 24.126403891735663
26.357176511980136, 26.575269159969586, 26.35293360641939, 26.57433551354906
27.181915134422933, 27.328306740456547, 27.129808793680255, 27.3277422652223
25.99792856441362, 26.106719060847706, 25.977877992266333, 26.106662241692483
24.973796235268633, 25.092164775343583, 24.923007633288847, 25.091578684167747
25.01708316593655, 25.142212484816167, 24.997958233600237, 25.141812579479804
28.58587987054273, 28.80751178571021, 28.38854248551012, 28.80293758330044
27.670555540226907, 27.79607082235455, 27.597930890667918, 27.79480659421291
28.88925084933161, 29.131745676874782, 28.710728082815706, 29.124447930224267
24.507200388928013, 24.62402308347888, 24.4909767367605, 24.622316639047735
26.652690014389158, 26.747880932913123, 26.63692973019903, 26.747523147887684
26.94283512579636, 27.130878190977548, 26.849839137209127, 27.128909595217575
27.532698431036906, 27.638173009141926, 27.525001446650972, 27.63785356831486
28.62611377542737, 28.910787906356816, 28.43421736676385, 28.908963338465917
29.633015887536956, 29.8309602674206, 29.45079774663899, 29.827266761969558
25.20322969946067, 25.314340505095373, 25.189548399417724, 25.312095798420284
31.437446407485258, 32.48397289256377, 30.556697155445107, 32.45566362458483
28.819768016037685, 28.939064402203208, 28.792511234878937, 28.937620410476868
23.5092229771491, 23.602640201888885, 23.490802235729344, 23.601977176912406
28.645966114270095, 28.834404943468066, 28.58094056546456, 28.83270200820622
27.21013174290133, 27.332524524581252, 27.205641716217443, 27.329231724608565
28.57632305685995, 28.72836011048002, 28.559554705794067, 28.726234188907263
26.959506431924922, 27.15592472195291, 26.927153688491625, 27.154899383371635
26.823973433069256, 26.95393527261089, 26.804677175959576, 26.951990350686238
25.426454171520554, 25.61967418975774, 25.4160624798984, 25.6193074556123
25.88298673383396, 26.05094879229962, 25.835302454630614, 26.050157198660393
25.825667297103628, 26.006276732726164, 25.79996381543862, 26.006039468882165
26.866179551429816, 27.009497606367322, 26.848375622118976, 27.00671107440867
31.060047555608683, 31.682596741820113, 30.09203680638375, 31.681953872296685
25.837009381323085, 25.93088126387057, 25.803741439256207, 25.93028426191932
27.819502247084934, 27.912913645316344, 27.730540241995655, 27.911452342437627
22.386504107168506, 22.41584082621475, 22.384351188156764, 22.41524784381076
25.14989922816752, 25.280850403461194, 25.128277250313474, 25.27927407350727
32.2712084826784, 32.680167312626395, 32.25269760250991, 32.67429023994036
23.334835986137, 23.41002405946045, 23.322096703110173, 23.409151849911606
24.56979174979999, 24.789241397882083, 24.518875485414533, 24.788507670340994
28.658017141008862, 28.83575410537104, 28.615160322081458, 28.835420765343272
28.10346418160384, 28.22110950649167, 28.078638659210693, 28.21880726583401
28.62495681982761, 28.86514566999502, 28.604911556344547, 28.859496609034835
23.946093878357527, 24.009617584690975, 23.932488852327133, 24.009104143597316
25.348606532851324, 25.55910946321425, 25.342593032054623, 25.553900725418174
24.993955067841494, 25.069491452235248, 24.96750657605331, 25.069309712922692
23.110636706977786, 23.1620120081286, 23.059497186016788, 23.16157375896292
27.57875552424058, 27.90026735007017, 27.219710565179152, 27.894620069908267
