bestPSNR_wbest, bestPSNR_wlast, PSNR_wbest, PSNR_wlast
28.897024664785903, 29.040835323528878, 28.893619082690915, 29.03983633584235
25.448155321850116, 25.496941864024045, 25.44364830242553, 25.49659423427243
23.93205047601265, 24.074207914245026, 23.887225977557353, 24.073531976694518
31.985734924990574, 32.12819588325021, 31.984444358040406, 32.12661309269938
20.852768292919826, 20.895398911869957, 20.852754486241714, 20.89486398548407
20.03212569216904, 20.080883049857732, 20.029043720020873, 20.080654800259566
28.590447452562607, 28.73581701692893, 28.58988180426514, 28.73522765550348
31.413474146529673, 31.578657343457465, 31.408679561020648, 31.576857544045534
25.513456153972758, 25.676364960020656, 25.512587477200324, 25.67534374111453
30.45082822729327, 31.035542541941986, 28.944271017273884, 31.026121160780875
30.789112963456237, 31.036570092266054, 30.788838000844333, 31.034651304107655
25.947097714642478, 25.991291746651186, 25.921899030391472, 25.989709875259948
27.641205038910176, 27.746331535950986, 27.637898954594675, 27.745612108791267
28.215634327997854, 28.40362062974514, 28.215476394765886, 28.402303818066766
28.100326872289102, 28.235708782725737, 28.095901010559494, 28.235017347283165
24.10783323566661, 24.11486107407981, 24.107781674717145, 24.114521471552578
22.051702115883067, 22.081883386672597, 22.051306773649785, 22.081632436879886
24.713752472455955, 24.74634839727707, 24.711232658746237, 24.746046763977066
27.714449545360722, 27.86903599301895, 27.706515082235818, 27.868148121476153
27.116387728385842, 27.316808352958258, 27.098932453084462, 27.316284719394773
26.760201658751875, 26.806663073878646, 26.75517696219184, 26.804756263069496
33.20286127854881, 33.39938088853749, 33.17520553400982, 33.389339578089334
25.837676707753026, 25.97817758688933, 25.834871883103837, 25.976964524010675
27.03683728916725, 27.25170116299657, 26.995527672242968, 27.247636170649326
24.146855754262695, 24.20119626320679, 24.14386324918053, 24.200842960934526
26.43645106421622, 26.637399975614017, 26.42537889128082, 26.63666562803321
27.317907840441325, 27.369961658002524, 27.313329073027433, 27.369368834058143
26.118569123186624, 26.143758940426267, 26.11576610779565, 26.142916343244877
25.014002789479278, 25.119765869004, 25.00590274663707, 25.118432192277663
25.15292164202664, 25.189324520620936, 25.15176421020008, 25.18925836341905
28.476505732300932, 28.81696233000195, 28.005025043521538, 28.814645746561972
27.7417116775868, 27.80285030271117, 27.737109445727974, 27.80140291559951
28.691474168142765, 29.137687808401008, 27.432366689283242, 29.13086469170173
24.645266708513894, 24.66481684787939, 24.645124529746433, 24.66418287223837
26.747917184402905, 26.79267956907917, 26.74744294135945, 26.792474444448587
27.071723310335486, 27.184847417702997, 27.071205637238048, 27.184165174724665
27.582454124935413, 27.65057152099717, 27.579777525702593, 27.64965005209343
28.701711866280228, 28.924422621027333, 28.687331891784453, 28.91964974581607
29.448230284319614, 29.810485386458154, 28.87741428663015, 29.809349165565386
25.283627323716345, 25.3653321045669, 25.282842800530656, 25.363122058809783
32.17194846464888, 32.582012325479724, 32.15430861146162, 32.57440290471341
28.842189335631343, 28.9407647907368, 28.835666588374156, 28.93963378261795
23.65938903850983, 23.73377941697528, 23.65812240488583, 23.732775354234114
28.795202847742157, 28.896087714597165, 28.791127858818804, 28.892397411065794
27.1154092689302, 27.34617187086717, 26.863287759422853, 27.34504604163749
28.6914320614595, 28.74830357647488, 28.6901154998107, 28.747665312760304
27.04309667722563, 27.210420816218104, 27.015342256766203, 27.20974547053494
26.948231651991808, 26.987002531286834, 26.94820291964694, 26.986406737511597
25.4388660028518, 25.648796209338215, 25.409725620967954, 25.647558620098746
26.013218701742527, 26.110233151332793, 26.013035256367132, 26.109930312125748
25.99504028859403, 26.11053998777765, 25.994933767689677, 26.10955886892067
26.942066497021376, 27.0184645480234, 26.93676390551631, 27.018041412471867
31.137803775076303, 31.546217885361067, 30.083303670782314, 31.53783762487709
25.945760880736287, 25.960053460409664, 25.942223133901553, 25.95918320748304
27.868118483730793, 27.897741194316648, 27.86369698243987, 27.895707773803103
22.465090055148114, 22.48530141796555, 22.464803163175795, 22.485076912232532
25.30909292797305, 25.380719886979172, 25.309046610425938, 25.380203284387324
31.823192559813073, 32.70846657999548, 30.990822951484017, 32.705249338585965
23.477009235649, 23.474964710032225, 23.476387046735542, 23.474455909753647
24.535735484627452, 24.82834677158069, 24.424922542985392, 24.827642722715606
28.467263206864523, 28.830992333135313, 28.323363560349797, 28.824972236791535
28.244220290148814, 28.28538069197366, 28.243433426160042, 28.285041048227043
28.782893474758605, 28.89631654863317, 28.782782186063443, 28.89510183415271
24.005610002834125, 24.057932106578086, 24.004816107056694, 24.05773580692935
25.527860524378582, 25.737153818290352, 25.430117159630672, 25.735715873260823
25.08933984871986, 25.11358768233722, 25.085734308689585, 25.113445324134638
23.122445355227846, 23.202155856729533, 22.95753565140297, 23.201061964423232
27.835695634531017, 27.93264024135296, 27.83498575115375, 27.93181174769982
